time	I(Out)
3.470840997460075e-008	-8.566564e-008
3.485470498730038e-008	-8.561894e-008
3.500100000000001e-008	-8.557620e-008
3.500135000000001e-008	-8.557610e-008
3.500145000000005e-008	-8.753954e-008
3.500145312500011e-008	-9.015125e-008
3.500145390625015e-008	-9.224640e-008
3.500145546875012e-008	-9.980739e-008
3.500145859375017e-008	-1.299532e-007
3.500146484375016e-008	-4.259137e-007
3.500147734375016e-008	-8.035010e-005
3.500150234375014e-008	-5.717024e-004
3.500150400298721e-008	-7.758088e-004
3.500150732146134e-008	-2.228539e-003
3.500151395840949e-008	-9.542391e-003
3.500151831070183e-008	-2.075252e-002
3.500152114866857e-008	-3.509957e-002
3.500152352686000e-008	-5.476665e-002
3.500152585295763e-008	-8.320257e-002
3.500152817161345e-008	-1.229129e-001
3.500153045446677e-008	-1.754019e-001
3.500153271221551e-008	-2.424877e-001
3.500153523061313e-008	-3.343084e-001
3.500153751137417e-008	-4.307440e-001
3.500154281635348e-008	-6.713066e-001
3.500154457059472e-008	-7.418849e-001
3.500154624244146e-008	-7.955831e-001
3.500154787870656e-008	-8.314931e-001
3.500154955365842e-008	-8.491465e-001
3.500155159240711e-008	-8.541508e-001
3.500156291417887e-008	-8.533033e-001
3.500162535501047e-008	-8.475707e-001
3.500168779584206e-008	-8.418709e-001
3.500175023667366e-008	-8.362038e-001
3.500181267750526e-008	-8.305695e-001
3.500187511833685e-008	-8.249679e-001
3.500193755916844e-008	-8.193992e-001
3.500200000000004e-008	-8.138632e-001
3.500250510125514e-008	-7.708141e-001
3.500301020251025e-008	-7.296283e-001
3.500351530376536e-008	-6.903058e-001
3.500402040502046e-008	-6.528467e-001
3.500452550627557e-008	-6.172508e-001
3.500503060753068e-008	-5.835183e-001
3.500553570878579e-008	-5.516490e-001
3.500622853734989e-008	-5.101922e-001
3.500699073499233e-008	-4.677833e-001
3.500777636450615e-008	-4.273142e-001
3.500862835986930e-008	-3.868763e-001
3.500950878529892e-008	-3.485467e-001
3.501045454704035e-008	-3.109652e-001
3.501143444793597e-008	-2.755938e-001
3.501248045551255e-008	-2.414732e-001
3.501356716491569e-008	-2.096047e-001
3.501472264656431e-008	-1.793132e-001
3.501592654515713e-008	-1.512604e-001
3.501720401124227e-008	-1.249673e-001
3.501853921587323e-008	-1.008491e-001
3.501995534382322e-008	-7.855827e-002
3.502144080900671e-008	-5.833336e-002
3.502301782583811e-008	-3.991312e-002
3.502467905450587e-008	-2.341145e-002
3.502644688129383e-008	-8.622037e-003
3.502831860377261e-008	4.427280e-003
3.503031824764253e-008	1.590851e-002
3.503244873124254e-008	2.585166e-002
3.503473783781786e-008	3.440735e-002
3.503719610139802e-008	4.164283e-002
3.503985847474793e-008	4.769482e-002
3.504274701284212e-008	5.265265e-002
3.504590993274344e-008	5.664273e-002
3.504938869877824e-008	5.976508e-002
3.505325688557151e-008	6.213655e-002
3.505759252580735e-008	6.385856e-002
3.506252159385394e-008	6.503651e-002
3.506820055940030e-008	6.576438e-002
3.508291006430784e-008	6.621004e-002
3.511147913142111e-008	6.540029e-002
3.514004819853439e-008	6.457439e-002
3.516861726564766e-008	6.373235e-002
3.519718633276093e-008	6.287416e-002
3.522575539987420e-008	6.199983e-002
3.525432446698748e-008	6.110935e-002
3.528289353410075e-008	6.020273e-002
3.546575067695713e-008	5.505403e-002
3.564860781981351e-008	5.027122e-002
3.583146496266989e-008	4.585431e-002
3.601432210552628e-008	4.180329e-002
3.619717924838266e-008	3.811817e-002
3.638003639123904e-008	3.479894e-002
3.656289353409542e-008	3.184560e-002
3.674575067695181e-008	2.912207e-002
3.692860781980819e-008	2.659210e-002
3.711146496266457e-008	2.425567e-002
3.729432210552096e-008	2.211279e-002
3.747717924837734e-008	2.016345e-002
3.766003639123372e-008	1.840767e-002
3.784289353409010e-008	1.684543e-002
3.802575067694648e-008	1.540476e-002
3.820860781980286e-008	1.406647e-002
3.839146496265924e-008	1.283056e-002
3.857432210551563e-008	1.169703e-002
3.875717924837201e-008	1.066589e-002
3.894003639122839e-008	9.737125e-003
3.912289353408477e-008	8.910744e-003
3.924819445778695e-008	8.376695e-003
3.937349538148913e-008	7.870611e-003
3.949879630519131e-008	7.392489e-003
3.962409722889350e-008	6.942331e-003
3.974939815259568e-008	6.520135e-003
3.987469907629786e-008	6.125903e-003
4.000000000000004e-008	5.759635e-003
4.000035000000004e-008	5.758632e-003
4.000045000000009e-008	5.632194e-003
4.000045312500014e-008	5.468530e-003
4.000045390625018e-008	5.347133e-003
4.000045546875015e-008	4.976417e-003
4.000045859375020e-008	4.093435e-003
4.000046484375020e-008	2.523121e-003
4.000047734375019e-008	8.848645e-004
4.000050234375017e-008	6.406915e-005
4.000052077435701e-008	2.639866e-007
4.000053883851855e-008	5.098679e-009
4.000056316173667e-008	4.231430e-010
4.000058347645840e-008	1.582665e-010
4.000100000000007e-008	-3.597179e-009
4.000182903529874e-008	-1.047194e-008
4.000265807059742e-008	-1.690188e-008
4.000348710589609e-008	-2.288699e-008
4.000431614119476e-008	-2.842727e-008
4.000514517649343e-008	-3.352272e-008
4.000597421179211e-008	-3.817335e-008
4.000680324709078e-008	-4.237915e-008
4.000774140921513e-008	-4.681217e-008
4.000864697171891e-008	-5.071524e-008
4.000958797101039e-008	-5.441184e-008
4.001050506104961e-008	-5.769526e-008
4.001145074228670e-008	-6.077879e-008
4.001237988733599e-008	-6.353739e-008
4.001333278813135e-008	-6.611157e-008
4.001427502452695e-008	-6.842674e-008
4.001523767732020e-008	-7.057650e-008
4.001619450868407e-008	-7.251753e-008
4.001716963974372e-008	-7.431296e-008
4.001814308989942e-008	-7.593864e-008
4.001913372673329e-008	-7.743778e-008
4.002012637843028e-008	-7.879786e-008
4.002113595989072e-008	-8.004889e-008
4.002215102022368e-008	-8.118528e-008
4.002318351731485e-008	-8.222827e-008
4.002422490788499e-008	-8.317627e-008
4.002528496054348e-008	-8.404459e-008
4.002635743687687e-008	-8.483385e-008
4.002745051521444e-008	-8.555529e-008
4.002855982260736e-008	-8.621070e-008
4.002969242342792e-008	-8.680848e-008
4.003084550017308e-008	-8.735091e-008
4.003202539378695e-008	-8.784439e-008
4.003323063847690e-008	-8.829134e-008
4.003446718751375e-008	-8.869670e-008
4.003573481582970e-008	-8.906285e-008
4.003703939833518e-008	-8.939367e-008
4.003838192833692e-008	-8.969134e-008
4.003976851439462e-008	-8.995897e-008
4.004120144113454e-008	-9.019857e-008
4.004268740002273e-008	-9.041262e-008
4.004423015636797e-008	-9.060292e-008
4.004751478039096e-008	-9.091998e-008
4.005111576459500e-008	-9.116307e-008
4.005511324893511e-008	-9.134369e-008
4.006210416000221e-008	-9.151899e-008
4.007083433209983e-008	-9.160436e-008
4.008027727195932e-008	-9.160721e-008
4.008972021181881e-008	-9.160275e-008
4.009916315167831e-008	-9.159097e-008
4.010860609153779e-008	-9.157188e-008
4.011804903139728e-008	-9.154548e-008
4.012749197125678e-008	-9.151176e-008
4.013693491111627e-008	-9.147072e-008
4.031979205397265e-008	-9.091744e-008
4.050264919682903e-008	-9.040347e-008
4.068550633968541e-008	-8.992881e-008
4.086836348254180e-008	-8.949346e-008
4.105122062539818e-008	-8.909742e-008
4.123407776825456e-008	-8.874070e-008
4.141693491111094e-008	-8.842329e-008
4.159979205396732e-008	-8.813059e-008
4.178264919682370e-008	-8.785870e-008
4.196550633968009e-008	-8.760760e-008
4.214836348253647e-008	-8.737730e-008
4.233122062539285e-008	-8.716781e-008
4.251407776824924e-008	-8.697912e-008
4.269693491110562e-008	-8.681123e-008
4.287979205396200e-008	-8.665640e-008
4.306264919681838e-008	-8.651257e-008
4.324550633967476e-008	-8.637975e-008
4.342836348253115e-008	-8.625793e-008
4.361122062538753e-008	-8.614711e-008
4.379407776824391e-008	-8.604730e-008
4.397693491110029e-008	-8.595849e-008
4.401693491110013e-008	-8.593962e-008
4.415751563808583e-008	-8.587685e-008
4.429809636507153e-008	-8.581771e-008
4.443867709205723e-008	-8.576217e-008
4.457925781904292e-008	-8.571026e-008
4.471983854602862e-008	-8.566195e-008
4.486041927301432e-008	-8.561727e-008
4.500100000000002e-008	-8.557620e-008
4.500135000000002e-008	-8.557610e-008
4.500145000000006e-008	-8.753954e-008
4.500145312500012e-008	-9.015125e-008
4.500145390625016e-008	-9.224640e-008
4.500145546875013e-008	-9.980739e-008
4.500145859375018e-008	-1.299532e-007
4.500146484375018e-008	-4.259137e-007
4.500147734375017e-008	-8.035010e-005
4.500150234375015e-008	-5.717024e-004
4.500150400298722e-008	-7.758088e-004
4.500150732146135e-008	-2.228539e-003
4.500151395840960e-008	-9.542391e-003
4.500151831070206e-008	-2.075252e-002
4.500152114866890e-008	-3.509957e-002
4.500152352686033e-008	-5.476665e-002
4.500152585295796e-008	-8.320257e-002
4.500152817161378e-008	-1.229130e-001
4.500153045446720e-008	-1.754019e-001
4.500153271221595e-008	-2.424878e-001
4.500153523061346e-008	-3.343085e-001
4.500153751137471e-008	-4.307440e-001
4.500154281635392e-008	-6.713067e-001
4.500154457059399e-008	-7.418848e-001
4.500154624244147e-008	-7.955831e-001
4.500154787870700e-008	-8.314931e-001
4.500154955365896e-008	-8.491465e-001
4.500155159240755e-008	-8.541508e-001
4.500161565063505e-008	-8.483644e-001
4.500167970886255e-008	-8.425883e-001
4.500174376709005e-008	-8.368226e-001
4.500180782531755e-008	-8.310672e-001
4.500187188354505e-008	-8.253222e-001
4.500193594177255e-008	-8.195875e-001
4.500200000000005e-008	-8.138632e-001
4.500250510143190e-008	-7.708140e-001
4.500301020286375e-008	-7.296282e-001
4.500351530429560e-008	-6.903058e-001
4.500402040572744e-008	-6.528466e-001
4.500452550715929e-008	-6.172507e-001
4.500503060859114e-008	-5.835182e-001
4.500553571002299e-008	-5.516490e-001
4.500622853886747e-008	-5.101921e-001
4.500699073641419e-008	-4.677833e-001
4.500777636617969e-008	-4.273141e-001
4.500862836147888e-008	-3.868762e-001
4.500950878713847e-008	-3.485466e-001
4.501045454884538e-008	-3.109652e-001
4.501143444995583e-008	-2.755937e-001
4.501248045752554e-008	-2.414731e-001
4.501356716713429e-008	-2.096046e-001
4.501472264880303e-008	-1.793131e-001
4.501592654759860e-008	-1.512603e-001
4.501720401373150e-008	-1.249673e-001
4.501853921856882e-008	-1.008490e-001
4.501995534659642e-008	-7.855823e-002
4.502144081199749e-008	-5.833333e-002
4.502301782894027e-008	-3.991308e-002
4.502467905784605e-008	-2.341142e-002
4.502644688478648e-008	-8.622010e-003
4.502831860753620e-008	4.427304e-003
4.503031825161099e-008	1.590853e-002
4.503244873553193e-008	2.585168e-002
4.503473784238317e-008	3.440736e-002
4.503719610636048e-008	4.164285e-002
4.503985848008816e-008	4.769483e-002
4.504274701869820e-008	5.265266e-002
4.504590993913273e-008	5.664274e-002
4.504938870587692e-008	5.976508e-002
4.505325689345835e-008	6.213655e-002
4.505759253474017e-008	6.385856e-002
4.506252160403475e-008	6.503651e-002
4.506820057127528e-008	6.576438e-002
4.508291008151226e-008	6.621004e-002
4.511147914927042e-008	6.540029e-002
4.514004821702859e-008	6.457439e-002
4.516861728478676e-008	6.373235e-002
4.519718635254492e-008	6.287416e-002
4.522575542030309e-008	6.199983e-002
4.525432448806126e-008	6.110935e-002
4.528289355581943e-008	6.020273e-002
4.546575069867581e-008	5.505403e-002
4.564860784153219e-008	5.027122e-002
4.583146498438857e-008	4.585431e-002
4.601432212724496e-008	4.180329e-002
4.619717927010134e-008	3.811817e-002
4.638003641295772e-008	3.479894e-002
4.656289355581410e-008	3.184560e-002
4.674575069867048e-008	2.912207e-002
4.692860784152686e-008	2.659210e-002
4.711146498438324e-008	2.425567e-002
4.729432212723963e-008	2.211279e-002
4.747717927009601e-008	2.016345e-002
4.766003641295239e-008	1.840767e-002
4.784289355580878e-008	1.684543e-002
4.802575069866516e-008	1.540476e-002
4.820860784152154e-008	1.406647e-002
4.839146498437792e-008	1.283056e-002
4.857432212723431e-008	1.169703e-002
4.875717927009069e-008	1.066589e-002
4.894003641294707e-008	9.737125e-003
4.912289355580345e-008	8.910744e-003
4.924819447640296e-008	8.376695e-003
4.937349539700248e-008	7.870611e-003
4.949879631760199e-008	7.392489e-003
4.962409723820151e-008	6.942331e-003
4.974939815880102e-008	6.520135e-003
4.987469907940054e-008	6.125903e-003
5.000000000000005e-008	5.759635e-003
5.000035000000005e-008	5.758632e-003
5.000045000000010e-008	5.632194e-003
5.000045312500015e-008	5.468530e-003
5.000045390625019e-008	5.347133e-003
5.000045546875016e-008	4.976417e-003
5.000045859375021e-008	4.093435e-003
5.000046484375021e-008	2.523121e-003
5.000047734375020e-008	8.848645e-004
5.000050234375018e-008	6.406915e-005
5.000052077435702e-008	2.639866e-007
5.000053883851856e-008	5.098679e-009
5.000056316173668e-008	4.231430e-010
5.000058347645841e-008	1.582665e-010
5.000100000000008e-008	-3.597179e-009
5.000182903529864e-008	-1.047194e-008
5.000265807059722e-008	-1.690188e-008
5.000348710589578e-008	-2.288699e-008
5.000431614119435e-008	-2.842727e-008
5.000514517649291e-008	-3.352272e-008
5.000597421179149e-008	-3.817335e-008
5.000680324709005e-008	-4.237915e-008
5.000774140921471e-008	-4.681217e-008
5.000864697171828e-008	-5.071524e-008
5.000958797100987e-008	-5.441184e-008
5.001050506104888e-008	-5.769526e-008
5.001145074228618e-008	-6.077879e-008
5.001237988733537e-008	-6.353739e-008
5.001333278813083e-008	-6.611157e-008
5.001427502452622e-008	-6.842674e-008
5.001523767731957e-008	-7.057650e-008
5.001619450868334e-008	-7.251753e-008
5.001716963974310e-008	-7.431296e-008
5.001814308989869e-008	-7.593864e-008
5.001913372673267e-008	-7.743778e-008
5.002012637842965e-008	-7.879786e-008
5.002113595989009e-008	-8.004889e-008
5.002215102022306e-008	-8.118528e-008
5.002318351731423e-008	-8.222827e-008
5.002422490788426e-008	-8.317627e-008
5.002528496054275e-008	-8.404459e-008
5.002635743687614e-008	-8.483385e-008
5.002745051521382e-008	-8.555529e-008
5.002855982260663e-008	-8.621070e-008
5.002969242342730e-008	-8.680848e-008
5.003084550017245e-008	-8.735091e-008
5.003202539378622e-008	-8.784439e-008
5.003323063847617e-008	-8.829134e-008
5.003446718751280e-008	-8.869670e-008
5.003573481582907e-008	-8.906285e-008
5.003703939833455e-008	-8.939367e-008
5.003838192833609e-008	-8.969134e-008
5.003976851439389e-008	-8.995897e-008
5.004120144113371e-008	-9.019857e-008
5.004268740002221e-008	-9.041262e-008
5.004423015636735e-008	-9.060292e-008
5.004751478039013e-008	-9.091998e-008
5.005111576459438e-008	-9.116307e-008
5.005511324893363e-008	-9.134369e-008
5.006210416000020e-008	-9.151899e-008
5.007083433209783e-008	-9.160436e-008
5.008027727195700e-008	-9.160721e-008
5.008972021181618e-008	-9.160275e-008
5.009916315167535e-008	-9.159097e-008
5.010860609153452e-008	-9.157188e-008
5.011804903139369e-008	-9.154548e-008
5.012749197125287e-008	-9.151176e-008
5.013693491111204e-008	-9.147072e-008
5.031979205396842e-008	-9.091744e-008
5.050264919682480e-008	-9.040347e-008
5.068550633968119e-008	-8.992881e-008
5.086836348253757e-008	-8.949346e-008
5.105122062539395e-008	-8.909742e-008
5.123407776825034e-008	-8.874070e-008
5.141693491110672e-008	-8.842329e-008
5.159122062539171e-008	-8.814334e-008
5.176550633967669e-008	-8.788256e-008
5.193979205396168e-008	-8.764094e-008
5.211407776824668e-008	-8.741848e-008
5.228836348253167e-008	-8.721518e-008
5.246264919681665e-008	-8.703105e-008
5.263693491110164e-008	-8.686608e-008
5.264693491110160e-008	-8.685683e-008
5.282979205395798e-008	-8.669810e-008
5.301264919681436e-008	-8.655065e-008
5.319550633967074e-008	-8.641448e-008
5.337836348252713e-008	-8.628959e-008
5.356122062538351e-008	-8.617598e-008
5.374407776823989e-008	-8.607365e-008
5.392693491109628e-008	-8.598261e-008
5.408037278093967e-008	-8.591132e-008
5.423381065078306e-008	-8.584444e-008
5.438724852062645e-008	-8.578198e-008
5.454068639046985e-008	-8.572392e-008
5.469412426031324e-008	-8.567027e-008
5.484756213015664e-008	-8.562103e-008
5.500100000000003e-008	-8.557620e-008
5.500135000000003e-008	-8.557610e-008
5.500145000000008e-008	-8.753954e-008
5.500145312500013e-008	-9.015125e-008
5.500145390625017e-008	-9.224640e-008
5.500145546875014e-008	-9.980739e-008
5.500145859375019e-008	-1.299532e-007
5.500146484375019e-008	-4.259137e-007
5.500147734375018e-008	-8.035010e-005
5.500150234375016e-008	-5.717025e-004
5.500150400298733e-008	-7.758089e-004
5.500150732146167e-008	-2.228539e-003
5.500151395841035e-008	-9.542393e-003
5.500151831070291e-008	-2.075253e-002
5.500152114866965e-008	-3.509957e-002
5.500152352686097e-008	-5.476665e-002
5.500152585295850e-008	-8.320258e-002
5.500152817161421e-008	-1.229130e-001
5.500153045446753e-008	-1.754020e-001
5.500153271221627e-008	-2.424878e-001
5.500153523061379e-008	-3.343085e-001
5.500153751137493e-008	-4.307440e-001
5.500154281635435e-008	-6.713067e-001
5.500154457059421e-008	-7.418848e-001
5.500154624244179e-008	-7.955831e-001
5.500154787870743e-008	-8.314932e-001
5.500154955365929e-008	-8.491465e-001
5.500155159240777e-008	-8.541508e-001
5.500161565063523e-008	-8.483644e-001
5.500167970886271e-008	-8.425883e-001
5.500174376709018e-008	-8.368226e-001
5.500180782531765e-008	-8.310672e-001
5.500187188354512e-008	-8.253222e-001
5.500193594177259e-008	-8.195875e-001
5.500200000000006e-008	-8.138632e-001
5.500250510159139e-008	-7.708140e-001
5.500301020318273e-008	-7.296282e-001
5.500351530477406e-008	-6.903057e-001
5.500402040636539e-008	-6.528465e-001
5.500452550795672e-008	-6.172507e-001
5.500503060954806e-008	-5.835182e-001
5.500553571113939e-008	-5.516490e-001
5.500622854023173e-008	-5.101920e-001
5.500699073769682e-008	-4.677832e-001
5.500777636768508e-008	-4.273141e-001
5.500862836293039e-008	-3.868762e-001
5.500950878879390e-008	-3.485465e-001
5.501045455047286e-008	-3.109651e-001
5.501143445177389e-008	-2.755936e-001
5.501248045934000e-008	-2.414731e-001
5.501356716913161e-008	-2.096045e-001
5.501472265082088e-008	-1.793131e-001
5.501592654979687e-008	-1.512603e-001
5.501720401597477e-008	-1.249672e-001
5.501853922099621e-008	-1.008490e-001
5.501995534909528e-008	-7.855819e-002
5.502144081469086e-008	-5.833329e-002
5.502301783173549e-008	-3.991305e-002
5.502467906085451e-008	-2.341140e-002
5.502644688793353e-008	-8.621986e-003
5.502831861092603e-008	4.427326e-003
5.503031825518644e-008	1.590854e-002
5.503244873939525e-008	2.585169e-002
5.503473784649605e-008	3.440737e-002
5.503719611083028e-008	4.164286e-002
5.503985848489900e-008	4.769484e-002
5.504274702397289e-008	5.265266e-002
5.504590994488843e-008	5.664274e-002
5.504938871227076e-008	5.976509e-002
5.505325690056295e-008	6.213656e-002
5.505759254278646e-008	6.385857e-002
5.506252161320612e-008	6.503652e-002
5.506820058197184e-008	6.576438e-002
5.508291009700958e-008	6.621004e-002
5.511147916534891e-008	6.540028e-002
5.514004823368822e-008	6.457438e-002
5.516861730202755e-008	6.373234e-002
5.519718637036687e-008	6.287415e-002
5.522575543870620e-008	6.199982e-002
5.525432450704551e-008	6.110935e-002
5.528289357538484e-008	6.020273e-002
5.546575071824122e-008	5.505403e-002
5.564860786109760e-008	5.027122e-002
5.583146500395398e-008	4.585431e-002
5.601432214681037e-008	4.180329e-002
5.619717928966675e-008	3.811817e-002
5.638003643252313e-008	3.479894e-002
5.656289357537951e-008	3.184560e-002
5.674575071823589e-008	2.912207e-002
5.692860786109228e-008	2.659210e-002
5.711146500394866e-008	2.425567e-002
5.729432214680504e-008	2.211279e-002
5.747717928966143e-008	2.016345e-002
5.766003643251781e-008	1.840767e-002
5.784289357537419e-008	1.684543e-002
5.802575071823057e-008	1.540476e-002
5.820860786108695e-008	1.406647e-002
5.839146500394333e-008	1.283056e-002
5.857432214679972e-008	1.169703e-002
5.875717928965610e-008	1.066589e-002
5.894003643251248e-008	9.737125e-003
5.912289357536886e-008	8.910744e-003
5.924819449317332e-008	8.376695e-003
5.937349541097778e-008	7.870610e-003
5.949879632878223e-008	7.392489e-003
5.962409724658670e-008	6.942330e-003
5.974939816439115e-008	6.520135e-003
5.987469908219561e-008	6.125903e-003
6.000000000000006e-008	5.759635e-003
6.000035000000006e-008	5.758632e-003
6.000045000000011e-008	5.632194e-003
6.000045312500016e-008	5.468530e-003
6.000045390625020e-008	5.347133e-003
6.000045546875017e-008	4.976417e-003
6.000045859375022e-008	4.093435e-003
6.000046484375022e-008	2.523121e-003
6.000047734375021e-008	8.848645e-004
6.000050234375019e-008	6.406915e-005
6.000052077435703e-008	2.639866e-007
6.000053883851857e-008	5.098679e-009
6.000056316173669e-008	4.231430e-010
6.000058347645842e-008	1.582665e-010
6.000100000000009e-008	-3.597179e-009
6.000182903529872e-008	-1.047194e-008
6.000265807059734e-008	-1.690188e-008
6.000348710589597e-008	-2.288699e-008
6.000431614119460e-008	-2.842727e-008
6.000514517649324e-008	-3.352272e-008
6.000597421179185e-008	-3.817335e-008
6.000680324709049e-008	-4.237915e-008
6.000774140921494e-008	-4.681217e-008
6.000864697171861e-008	-5.071524e-008
6.000958797101009e-008	-5.441184e-008
6.001050506104921e-008	-5.769526e-008
6.001145074228640e-008	-6.077879e-008
6.001237988733570e-008	-6.353739e-008
6.001333278813105e-008	-6.611157e-008
6.001427502452654e-008	-6.842674e-008
6.001523767731990e-008	-7.057650e-008
6.001619450868356e-008	-7.251753e-008
6.001716963974342e-008	-7.431296e-008
6.001814308989901e-008	-7.593864e-008
6.001913372673300e-008	-7.743778e-008
6.002012637842998e-008	-7.879786e-008
6.002113595989031e-008	-8.004889e-008
6.002215102022328e-008	-8.118528e-008
6.002318351731445e-008	-8.222827e-008
6.002422490788459e-008	-8.317627e-008
6.002528496054307e-008	-8.404459e-008
6.002635743687647e-008	-8.483385e-008
6.002745051521415e-008	-8.555529e-008
6.002855982260696e-008	-8.621070e-008
6.002969242342773e-008	-8.680848e-008
6.003084550017289e-008	-8.735091e-008
6.003202539378655e-008	-8.784439e-008
6.003323063847671e-008	-8.829134e-008
6.003446718751324e-008	-8.869670e-008
6.003573481582940e-008	-8.906285e-008
6.003703939833520e-008	-8.939367e-008
6.003838192833673e-008	-8.969134e-008
6.003976851439422e-008	-8.995897e-008
6.004120144113425e-008	-9.019857e-008
6.004268740002265e-008	-9.041262e-008
6.004423015636757e-008	-9.060292e-008
6.004751478039035e-008	-9.091998e-008
6.005111576459523e-008	-9.116307e-008
6.005511324893417e-008	-9.134369e-008
6.006210416000106e-008	-9.151899e-008
6.007083433209943e-008	-9.160436e-008
6.008027727195940e-008	-9.160721e-008
6.008972021181938e-008	-9.160275e-008
6.009916315167935e-008	-9.159097e-008
6.010860609153933e-008	-9.157188e-008
6.011804903139930e-008	-9.154548e-008
6.012749197125928e-008	-9.151176e-008
6.013693491111925e-008	-9.147072e-008
6.029836348254715e-008	-9.097806e-008
6.045979205397506e-008	-9.051712e-008
6.062122062540295e-008	-9.008793e-008
6.078264919683085e-008	-8.969046e-008
6.094407776825875e-008	-8.932473e-008
6.110550633968666e-008	-8.899073e-008
6.126693491111455e-008	-8.868847e-008
6.127693491111451e-008	-8.867017e-008
6.145979205397090e-008	-8.835636e-008
6.164264919682727e-008	-8.806485e-008
6.182550633968366e-008	-8.779564e-008
6.200836348254003e-008	-8.754873e-008
6.219122062539642e-008	-8.732413e-008
6.237407776825280e-008	-8.712182e-008
6.255693491110918e-008	-8.694182e-008
6.273979205396557e-008	-8.677582e-008
6.292264919682195e-008	-8.662162e-008
6.310550633967833e-008	-8.647921e-008
6.328836348253471e-008	-8.634861e-008
6.347122062539110e-008	-8.622980e-008
6.365407776824747e-008	-8.612278e-008
6.383693491110386e-008	-8.602757e-008
6.400322992380332e-008	-8.594718e-008
6.416952493650277e-008	-8.587209e-008
6.433581994920223e-008	-8.580230e-008
6.450211496190167e-008	-8.573782e-008
6.466840997460113e-008	-8.567864e-008
6.483470498730058e-008	-8.562477e-008
6.500100000000004e-008	-8.557620e-008
6.500135000000004e-008	-8.557610e-008
6.500145000000009e-008	-8.753954e-008
6.500145312500014e-008	-9.015125e-008
6.500145390625018e-008	-9.224640e-008
6.500145546875015e-008	-9.980739e-008
6.500145859375020e-008	-1.299532e-007
6.500146484375020e-008	-4.259137e-007
6.500147734375019e-008	-8.035010e-005
6.500150234375017e-008	-5.717024e-004
6.500150400298724e-008	-7.758088e-004
6.500150732146137e-008	-2.228539e-003
6.500151395840952e-008	-9.542391e-003
6.500151831070197e-008	-2.075252e-002
6.500152114866881e-008	-3.509957e-002
6.500152352686024e-008	-5.476665e-002
6.500152585295788e-008	-8.320257e-002
6.500152817161369e-008	-1.229130e-001
6.500153045446712e-008	-1.754019e-001
6.500153271221586e-008	-2.424878e-001
6.500153523061348e-008	-3.343085e-001
6.500153751137463e-008	-4.307440e-001
6.500154281635394e-008	-6.713067e-001
6.500154457059422e-008	-7.418848e-001
6.500154624244159e-008	-7.955831e-001
6.500154787870702e-008	-8.314931e-001
6.500154955365887e-008	-8.491465e-001
6.500155159240746e-008	-8.541508e-001
6.500161565063497e-008	-8.483644e-001
6.500167970886249e-008	-8.425883e-001
6.500174376709000e-008	-8.368226e-001
6.500180782531753e-008	-8.310672e-001
6.500187188354504e-008	-8.253222e-001
6.500193594177255e-008	-8.195875e-001
6.500200000000007e-008	-8.138632e-001
6.500250510141411e-008	-7.708140e-001
6.500301020282817e-008	-7.296282e-001
6.500351530424221e-008	-6.903058e-001
6.500402040565625e-008	-6.528466e-001
6.500452550707030e-008	-6.172507e-001
6.500503060848435e-008	-5.835182e-001
6.500553570989839e-008	-5.516490e-001
6.500622853871322e-008	-5.101921e-001
6.500699073627085e-008	-4.677833e-001
6.500777636600977e-008	-4.273141e-001
6.500862836131649e-008	-3.868762e-001
6.500950878695193e-008	-3.485466e-001
6.501045454866319e-008	-3.109652e-001
6.501143444975108e-008	-2.755937e-001
6.501248045732216e-008	-2.414731e-001
6.501356716690942e-008	-2.096046e-001
6.501472264857678e-008	-1.793131e-001
6.501592654735118e-008	-1.512603e-001
6.501720401347974e-008	-1.249673e-001
6.501853921829577e-008	-1.008490e-001
6.501995534631596e-008	-7.855823e-002
6.502144081169459e-008	-5.833333e-002
6.502301782862647e-008	-3.991309e-002
6.502467905750789e-008	-2.341143e-002
6.502644688443318e-008	-8.622013e-003
6.502831860715516e-008	4.427302e-003
6.503031825120952e-008	1.590852e-002
6.503244873509752e-008	2.585167e-002
6.503473784192102e-008	3.440736e-002
6.503719610585799e-008	4.164284e-002
6.503985847954767e-008	4.769483e-002
6.504274701810529e-008	5.265266e-002
6.504590993848604e-008	5.664274e-002
6.504938870515823e-008	5.976508e-002
6.505325689266015e-008	6.213655e-002
6.505759253383587e-008	6.385856e-002
6.506252160300446e-008	6.503651e-002
6.506820057007326e-008	6.576438e-002
6.508291007977067e-008	6.621004e-002
6.511147914746374e-008	6.540029e-002
6.514004821515680e-008	6.457439e-002
6.516861728284986e-008	6.373235e-002
6.519718635054294e-008	6.287416e-002
6.522575541823601e-008	6.199983e-002
6.525432448592907e-008	6.110935e-002
6.528289355362214e-008	6.020273e-002
6.546575069647852e-008	5.505403e-002
6.564860783933490e-008	5.027122e-002
6.583146498219129e-008	4.585431e-002
6.601432212504766e-008	4.180329e-002
6.619717926790405e-008	3.811817e-002
6.638003641076042e-008	3.479894e-002
6.656289355361681e-008	3.184560e-002
6.674575069647320e-008	2.912207e-002
6.692860783932957e-008	2.659210e-002
6.711146498218596e-008	2.425567e-002
6.729432212504234e-008	2.211279e-002
6.747717926789872e-008	2.016345e-002
6.766003641075510e-008	1.840767e-002
6.784289355361149e-008	1.684543e-002
